InvoiceNo,StockCode,Description,Category,Quantity,UnitPrice,InvoiceDate,CustomerID,Age,Gender,Country,SalesRep,ReturnFlag,Total
INV183811,P0104,Product 104,beauty ,6,729.46,23-07-2023 01:07,C001850,47,Female,Frnace,SR006,0,4376.76
INV162803,P0075,Product 75,Home Decor ,8,969.79,15-05-2023 02:26,C004090,53,Male,Canad,SR013,0,7758.32
INV138722,P0056,Product 56,SPORTS,7,565.56,14-09-2023 13:41,C000141,19,Male,Inda,SR005,0,3958.92
INV131373,P0001,Product 1,Toys,4,776.65,03-12-2023 07:45,C001496,28,Male,Austalia,SR011,0,3106.6
INV146750,P0013,Product 13,Grocery,5,247.23,45229,C003393,62,Female,Uk,SR003,0,1236.15
INV109218,P0065,Product 65,Electronics ,-4,691.48,45123,C004521,36,Female,Germany,SR001,1,-2765.92
INV153011,P0198,Product 198,Health,1,41.54,13-09-2023 14:24,C003028,29,Female,Canada,SR016,0,41.54
INV175956,P0017,Product 17,Fashon ,1,824.57,17-09-2023 07:16,C004362,46,,Canad,SR014,0,824.57
INV164745,P0074,Product 74,Home Decor,3,450.68,09-11-2023 13:00,C002254,52,Female,U S A,SR003,0,1352.04
INV153350,P0086,Product 86,ELECTRONICS,1,199.93,45224,C000205,33,Female,Germny,SR015,0,199.93
INV129246,P0194,Product 194,GROCERY,9,677.36,04-07-2023 08:22,C000772,47,Female,Australia,SR014,0,6096.24
INV121134,P0040,Product 40,Toyz,7,152.38,14-10-2023 19:09,C002104,19,Female,Untied States,SR016,0,1066.66
INV175671,P0024,Product 24 ***,HOME DECOR,1,$277.41,24-05-2023 08:10,C000333,66,Female,Canada,SR018,0,277.41
INV163198,P0147,Product 147,Home Decor,1,996.79,44999,C003910,41,Male,Australia,SR012,0,996.79
INV163126,P0122,Product 122,Grocery,1,901.63,16-09-2023 06:05,C002499,34,Female,Germany,SR003,0,901.63
INV132423,P0164,Product 164,Grocery,3 units,619.94,04-07-2023 00:22,C001794,29,Male,Inda,SR015,0,1859.82
INV18348,P0015,Product 15,ELECTRONICS,6,611.46,45286,C000007,50,,USA,SR017,0,3668.76
INV148482,P0140,Product 140,beauty ,4,$143.52,06-06-2023 20:28,C003297,47,Female,Inda,SR004,0,574.08
INV195029,P0029,Product 29,Sports,6,851.88,20-08-2023 01:41,C001671,55,Female,Inda,SR002,0,5111.28
INV121307,P0180,Product 180,ELECTRONICS,1,358.58,14-05-2023 18:11,C002279,50,Female,Australia,SR017,0,358.58
INV110463,P0121,Product 121 (,home decor,7,438.78,14-12-2023 14:41,C000227,50,Female,France,SR015,0,3071.46
INV166792,P0090,Product 90,Fashon,3,949.82,45212,C000177,36,Male,Frnace,SR001,0,2849.46
INV140622,P0020,Product 20,GROCERY,4,46.44,45055,C003677,39,Female,Germny,SR015,0,185.76
INV168106,P0193,Product 193,Electronics,9,245.99,01-07-2023 13:58,C004022,105,Male,Australia,SR008,0,2213.91
INV143408,P0084,Product 84,Fashon,3,712.7,13-11-2023 06:41,C004283,27,Male,France,SR016,0,2138.1
INV191564,P0031,Product 31,Health,2,872.73,26-06-2023 11:03,C004566,28,Female,Canad,SR012,0,1745.46
INV141374,P0179,Product 179,Health,5,642.01,07-11-2023 16:50,C000444,36,Male,Australia,SR010,0,3210.05
INV106560,P0105,Product 105,beauty ,7,193.69,28-09-2023 01:46,C003424,34,Female,Germany,SR013,0,1355.83
INV136822,P0145,Product 145,Toys,4,824.76,06-07-2023 08:54,C001185,60,Female,Uk,SR016,0,3299.04
INV102661,P0138,Product 138,Books,1,188.14,04-07-2023 02:07,C000790,37,Female,USA,SR009,0,188.14
INV144678,P0110,Product 110,Sports,5 units,947.53,03-06-2023 13:39,C002541,49,,U S A,SR011,0,4737.65
INV136939,P0111,Product 111,Beauty,7,142.81,07-02-2023 14:28,C000343,48,Male,Canada,SR018,0,999.67
INV114175,P0087,Product 87  [refurbished],GROCERY,9,147.32,07-12-2023 17:46,C000368,28,Male,Austalia,SR003,0,1325.88
INV188730,P0125,Product 125,electronisc,6,800.74,23-12-2023 06:59,C003541,9,Female,Inda,SR012,0,"$4,804.44 USD"
INV189360,P0153,Product 153,Fashion,-4,770.85,45176,C004767,27,Female,Germany,SR003,1,-3083.4
INV100646,P0013,Product 13,Grocery,4,957.05,05-06-2023 02:33,4854,53,Male,Untied States,SR001,0,3828.2
INV147611,P0041,Product 41,Sports,9,599.43,"Mar 31, 2023 04:43 AM",C002263,28,Female,Untied States,SR012,0,5394.87
INV149921,P0138,Product 138,Books,5,930.74,27-08-2023 07:55,C002274,62,Female,Canada,SR009,0,4653.7
INV195741,P0061,Product 61,HOME DECOR,4,908.56,08-04-2023 01:05,C004191,47,Female,Canad,SR017,0,3634.24
INV167304,P0191,Product 191,Toyz,3,822.75,26-06-2023 03:22,C004983,26,Male,Frnace,SR012,0,2468.25
INV161848,P0131,Product 131,Home Decor,5,779.78,26-02-2023 23:18,C003962,42,Female,Australia,SR012,0,3898.9
INV193030,P0115,Product 115,ELECTRONISC,3,707.35,12-02-2023 22:17,C003928,53,Male,Germany,SR004,0,2122.05
INV181000,P0199,Product 199,Health ,2 units,656.37,27-10-2023 12:04,,47,Female,Canada,SR015,0,1312.74
INV157675,P0145,Product 145,Toys,7,10.28,08-02-2023 01:26,575,28,Male,Germny,SR003,0,71.96
INV123269,P0052,Product 52,SPORTS,-2,120.68,03-04-2023 14:05,C000620,48,Male,Untied States,SR014,1,-241.36
INV154721,P0173,Product 173,Grocery,8,709.9,04-04-2023 09:07,C000775,19,Female,Austalia,SR011,0,5679.2
INV101440,P0057,Product 57,Automotive,9,231.79,13-01-2023 04:34,C003652,68,Fem,USA,SR004,0,2086.11
INV170286,P0023,Product 23,Fashon,8,397.93,26-09-2023 21:36,,,F,USA,SR005,0,3183.44
INV105320,P0007,Product 7,electronisc,3 units,791.67,01-06-2023 01:35,C003756,30,Male,Austalia,SR004,0,2375.01
INV132979,P0068,Product 68,Electronics,6,752.54,21-12-2023 00:18,C002737 ,39,Male,Untied States,SR009,0,4515.24
INV133199,P0004,Product 4,Automotive,9,712.47,20-06-2023 12:42,C002183,48,Male,Untied States,SR003,0,6412.23
INV185816,P0112,Product 112,Toys,2,639.72,09-06-2023 03:46,C003010,63,,Frnace,SR003,0,1279.44
INV158676,P0156,Product 156,Electronics,6,403.89,44999,C004785,54,Male,Untied States,SR002,0,2423.34
INV179180,P0138,Product 138,Books,6,$666.67,11-08-2023 19:35,C002070,30,Female,Germany,SR018,0,4000.02
INV113541,P0018,Product 18,Toyz,-1,421.63,18-07-2023 04:29,,105,Male,Canada,SR005,1,-421.63
INV187394,P0076,Product 76,Electronics,5,119.73,16-10-2023 23:56,C003081,27,Female,Untied States,SR013,0,598.65
INV186033,P0103,Product 103,Health,5,140.24,27-04-2023 14:28,C000719,62,Male,UK,SR003,0,701.2
INV104744,P0019,Product 19,Books,2,640.41,12-09-2023 23:09,C003548,61,Male,Austalia,SR009,,1280.82
INV117436,P0041,Product 41,Sports,5,473.76,15-09-2023 17:44,C002242,32,Male,Inda,SR020,0,2368.8
INV184441,P0015,Product 15,Electronics,8,164.69,"Jan 03, 2023 04:25 AM",C001330,24,Female,India,SR013,0,1317.52
INV110306,P0083,Product 83,Automotive,8,223.5,26-02-2023 01:27,C001174,68,Male,Frnace,SR002,0,1788
INV196398,P0058,Product 58,GROCERY,9,44.6,13-01-2023 10:46,C000447,64,Male,USA,SR004,0,401.4
INV158664,P0145,Product 145,Toys ,4,751.59,21-10-2023 02:14,C000048,63,Male,Inda,SR003,0,3006.36
INV119168,P0059,Product 59,home decor,2,16.58,05-07-2023 03:33,C002006,18,Male,Australia,SR002,0,33.16
INV198325,P0189,Product 189,GROCERY,5,640.09,20-10-2023 19:00,C002610,34,Female,Germany,SR006,0,3200.45
INV160794,P0061,Product 61,home decor,4,951.75,"Mar 17, 2023 07:07 AM",C002164,33,Male,Austalia,SR008,0,3807
INV192550,P0188,Product 188,Toys,8,175.07,28-07-2023 05:16,C001587,58,Female,USA,SR005,0,1400.56
INV180710,P0141,Product 141,Health,3,$645.19,14-11-2023 02:04,C004942,46,Male,Untied States,SR015,0,1935.57
INV105485,P0058,,GROCERY,1,932.8,25-10-2023 11:23,C002642,42,Male,India,SR010,0,932.8
INV122642,P0072,Product 72,Toyz,2,575.02,21-02-2023 13:01,C000218,22,Male,UK,SR016,0,1150.04
INV104844,P0002,Product 2,beauty ,7,474.49,17-03-2023 11:06,,62,Male,Canad,SR018,0,3321.43
INV149797,P0160,Product 160,Grocery,-4,591.06,06-08-2023 08:48,C004287,51,Male,France,SR005,1,-2364.24
INV125325,P0110,Product 110,Sports,3 units,$48.16,"Sep 05, 2023 02:19 PM",C001296,33,Male,Austalia,SR020,0,144.48
INV123681,P0074,Product 74,HOME DECOR,6,426.93,01-09-2023 03:16,C001764,47,Female,U S A,SR002,,2561.58
INV183699,P0173,Product 173,Grocery,6,865.43,17-01-2023 10:46,C003056,57,Male,U S A,SR001,0,5192.58
INV132508,P0085,Product 85 ***,Fashion,4,356.27,02-08-2023 19:09,C004575,31,Female,Germany,SR019,0,1425.08
INV151469,P0185,Product 185,electronisc,7,223.14,16-07-2023 01:02,C000587,68,Male,Austalia,SR010,0,"$1,561.98 USD"
INV124332,P0199,Product 199,Health,4,232.5,13-04-2023 05:14,C004204,67,Female,Inda,SR019,0,$930.00 USD
INV137403,P0199,Product 199,Health,1 units,512.66,28-06-2023 03:05,C001701,37,Male,Australia,SR017,0,512.66
INV148438,P0025,Product 25 ***,Beauty,7,382.94 USD,19-10-2023 15:52,C000314,40,Male,Germany,SR006,0,2680.58
INV197293,P0102,Product 102,Toys,9,496.01,20-01-2023 11:27,C001471,55,Male,Uk,SR007,0,4464.09
INV178056,P0162,Product 162 (,electronisc,7,799.15,24-06-2023 09:17,C001655,44,Male,USA,SR019,0,5594.05
INV146461,P0072,Product 72,Toyz,4,58.13,26-07-2023 05:23,C002978,22,Male,Untied States,SR016,0,232.52
INV11918,P0076,Product 76,Electronics,8,108.28,12-06-2023 22:22,C004576,22,Male,Canada,SR013,Y,866.24
INV142640,P0172,Product 172,Health,7,141.61,26-12-2023 16:45,C000813,30,Male,Austalia,SR016,0,991.27
INV185248,P0164,Product 164,Grocery,6,$696.50,25-09-2023 21:22,C001773,56,Female,Uk,SR003,0,4179
INV148996,P0140,Product 140,beauty ,6,$337.21,18-10-2023 16:33,C002510,69,Female,Frnace,SR005,0,2023.26
INV167126,P0103,Product 103,Health,4,940.76,07-08-2023 16:58,C002038,48,Female,France,SR020,0,3763.04
INV144982,P0092,Product 92,Home Decor,2,700.7,"Sep 05, 2023 02:33 PM",C001912,42,Male,Canada,SR012,0,1401.4
INV168019,P0158,Product 158,Fashion,1,83.82,45005,C002491,24,Female,UK,SR014,0,83.82
INV185450,P0138,Product 138,Books,9,240.07,15-12-2023 10:15,C001042,58,Male,Germany,SR014,0,2160.63
INV12272,P0069,Product 69,Fashon,-2,959.45,15-08-2023 17:22,C004804,21,Male,Canad,SR019,1,-1918.9
INV184622,P0176,Product 176,Sports,5,223.41,25-08-2023 00:58,C002511,52,Male,Germany,SR011,0,1117.05
INV165110,P0180,Product 180,Electronics,7 units,832.45,22-05-2023 04:44,C000992,63,Male,India,SR001,0,5827.15
INV150285,P0108,Product 108,TOYS,5,371.86,03-09-2023 00:07,C002612,37,Male,Australia,SR007,0,1859.3
INV12329,P0022,Product 22,beauty ,4 units,580.47 USD,07-06-2023 10:35,C000570,32,Female,USA,SR005,0,2321.88
INV151209,P0143,Product 143 ***,Toyz ,5,682.32,07-01-2023 04:34,C000997,57,Female,Inda,SR014,0,3411.6
INV152441,P0138,Product 138,Books,1,681,45200,C002267,36,Female,Uk,SR007,0,681
INV116281,P0191,Product 191,Toyz,3,414,16-01-2023 14:29,C000160,22,Male,U S A,SR012,0,1242
INV154676,P0194,Product 194,GROCERY,8,879.97,45153,C001475,26,Female,France,SR005,0,7039.76
INV101122,P0081,Product 81,TOYS,9,207.11,"Aug 02, 2023 12:32 PM",C004828,67,Male,U S A,SR011,0,1863.99
INV150548,P0143,Product 143,Toyz,1,624.61,14-10-2023 07:36,C003768,27,M,France,SR010,0,624.61
INV160721,P0054,,beauty ,7,628.83,19-03-2023 17:09,C003408,25,Male,Untied States,SR003,Y,4401.81
INV101849,P0179,Product 179 (,Health,4,643.51,16-10-2023 10:10,C002403,59,Female,France,SR009,0,2574.04
INV128081,P0039,Product 39,SPORTS,1,332.98,02-03-2023 08:20,C000560,29,Female,Australia,SR020,0,332.98
INV176727,P0016,Product 16,Fashon,4,139.83,31-03-2023 14:32,C003614,47,Female,France,SR012,0,559.32
INV190249,P0065,Product 65,Electronics,5,304.23,15-05-2023 01:58,C000753 ,41,Female,Austalia,SR018,0,1521.15
INV131137,P0109,Product 109,Toyz,3,303.51,01-04-2023 17:15,C004618,37,Male,U S A,SR018,,910.53
INV150564,P0188,Product 188,Toys,4,805.42,45033,4084,33,Male,Germny,SR008,0,3221.68
INV127137,P0061,Product 61,home decor,5,619.4,13-06-2023 05:30,C000911,19,Female,Germny,SR011,0,3097
INV104084,P0189,Product 189,GROCERY,9,726.41,25-02-2023 10:14,,65,Male,Australia,SR005,0,6537.69
INV152208,P0100,Product 100 (,Beauty,7 units,349.94,07-12-2023 08:52,C000667,53,Male,Germany,SR017,0,2449.58
INV188402,P0158,Product 158,Fashion,4,857.38,45126,C001873,23,Female,Canad,SR010,0,3429.52
INV106607,P0177,Product 177,Home Decor ,4,778.73,06-03-2023 20:42,C002825,54,Male,Canad,SR008,0,3114.92
INV162652,P0095,Product 95,Beauty,8,370.52,03-05-2023 14:17,C001586,27,Female,Untied States,SR004,0,2964.16
INV112359,P0037,Product 37,beauty ,6,891.76,07-07-2023 09:51,C001289,61,Female,USA,SR015,0,5350.56
INV102394,P0006,Product 6,electronisc,9,$450.50,16-02-2023 16:19,C001641,58,Female,Inda,SR019,0,4054.5
INV120762,P0052,Product 52,SPORTS,7,237.68,31-10-2023 08:56,C001460,200,Male,Frnace,SR011,0,1663.76
INV162804,P0109,Product 109,Toyz,7,665.78,03-01-2023 00:12,C003233,56,Male,Canada,SR015,0,4660.46
INV171958,P0150,Product 150,TOYZ,1,628.47,18-03-2023 14:11,4619,58,Male,Canad,SR010,0,628.47
INV141458,P0061,Product 61,home decor,6,155.02,01-01-2023 22:02,C004788,38,Male,Uk,SR017,0,930.12
INV121377,P0015,Product 15 (,Electronics,7,97.6,07-10-2023 17:15,C002058,58,Male,Inda,SR013,0,683.2
INV101605,P0193,Product 193,Electronics,1,979.58,31-05-2023 09:41,C000353,38,Female,Germny,SR008,0,979.58
INV193762,P0106,Product 106,Home decors,3,834.25,26-09-2023 07:07,C004619,58,Male,Austalia,SR020,0,2502.75
INV159950,P0160,Product 160,Fashon,5 units,628.11,26-06-2023 09:05,C002614,57,Male,Untied States,SR011,0,3140.55
INV183220,P0026,Product 26,Toys,9 units,347.34,26-04-2023 11:10,C003457,44,M,Uk,SR005,0,3126.06
INV161893,P0136,Product 136,Beauty,1,409.73,29-04-2023 17:54,C004954,66,Male,Frnace,SR006,0,409.73
INV160560,P0108,Product 108,Toys,6,973.15,02-02-2023 22:16,C000696,55,Female,Inda,SR001,,5838.9
INV145566,P0065,Product 65,Electronics,2,833.44,"Jan 27, 2023 05:22 AM",C001181,42,Female,USA,SR008,0,1666.88
INV156056,P0072,Product 72,Toyz,9 units,436.75,17-06-2023 07:14,C002242,32,Male,Australia,SR005,0,3930.75
INV175777,P0088,Product 88,Beauty,4,363.75,14-08-2023 08:54,C002578,57,Female,Germany,SR020,0,1455
INV105608,P0130,Product 130,Health,2,595.31,29-04-2023 17:33,C004252,41,Male,Untied States,SR001,0,1190.62
INV143459,P0141,Product 141,Health,7,405.5,45008,C003904,35,Female,Canad,SR013,0,2838.5
INV152437,P0061,Product 61,home decor,6,242.84,29-10-2023 11:43,C000150,69,Female,Frnace,SR016,0,1457.04
INV152909,P0140,Product 140,BEAUTY ,3,196.28,44946,C004881,39,Male,India,SR010,0,588.84
INV108072,P0116,Product 116,Sports,6,14.8,18-02-2023 02:21,C001178,57,Male,Germany,SR003,0,88.8
INV181349,P0038,Product 38,Home Decor,2,216.52,45283,C000936,68,Male,Germany,SR011,0,433.04
INV164709,P0014,Product 14,Fashion,5,427.9,45168,C001689,25,Female,Germny,SR014,0,2139.5
INV163472,P0178,Product 178,Toys,1,883.91,02-05-2023 11:37,C002962,35,Male,U S A,SR018,0,883.91
INV191980,P0179,Product 179,Health,9,250.3,05-07-2023 14:11,C003187,58,Female,Austalia,SR015,0,2252.7
INV183575,P0166,Product 166,Fashion,5,681.23,28-12-2023 05:59,C003363,21,Female,Germany,SR004,0,3406.15
INV109982,P0020,Product 20,GROCERY,1,902.29,15-11-2023 12:44,C002103,27,Female,Frnace,SR013,,902.29
INV111832,P0112,Product 112,Toys,7,140.19,25-07-2023 16:00,C000558,20,Female,Austalia,SR012,Y,981.33
INV187202,P0076,Product 76,Electronics,7,574.2,"Aug 29, 2023 04:38 PM",C002697,66,Female,Frnace,SR020,0,4019.4
INV161776,P0139,Product 139,Fashon,1,492.22,28-11-2023 12:36,C004202,9,Female,France,SR011,0,492.22
INV134230,P0086,Product 86,Electronics,1,256.68,17-03-2023 18:49,C000168,64,Male,Untied States,SR010,0,256.68
INV123797,P0013,Product 13,Grocery,8,195.1,19-02-2023 12:25,2643,105,Female,Untied States,SR018,0,1560.8
INV114916,P0165,Product 165,Beauty,6,402.58,25-11-2023 00:20,C004634,55,,Germny,SR008,0,2415.48
INV11407,P0156,Product 156,Electronics,9,217.96,24-04-2023 21:13,C003262,55,Female,Frnace,SR014,0,1961.64
INV17456,P0004,Product 4,Automotive,7,874.16,20-05-2023 06:47,C000704,56,Female,Germny,SR006,0,"$6,119.12 USD"
INV122176,P0180,Product 180,Electronics,6,703.37,05-08-2023 06:49,C002894,52,Female,Austalia,SR013,0,4220.22
INV155636,P0190,Product 190,GROCERY,6,530.56,30-05-2023 16:31,C004877,40,Male,Canada,SR013,0,3183.36
INV115851,P0037,Product 37,beauty ,2,567.99,05-04-2023 18:22,C001647,69,MALE,Australia,SR014,0,1135.98
INV184159,P0053,Product 53,GROCERY,1,577.51,19-01-2023 07:48,C000185,26,Female,Untied States,SR012,0,577.51
INV112967,P0154,Product 154,Fashion,7,5.36,02-02-2023 02:22,C003334,49,Female,Germny,SR018,0,$37.52 USD
INV183805,P0108,Product 108,Toys,7,$692.73,18-05-2023 14:36,,32,Female,Canada,SR005,0,4849.11
INV139628,P0168,Product 168,electronisc,1,473.28,05-08-2023 04:14,C000935,48,Female,Austalia,SR013,0,473.28
INV161467,P0177,Product 177,Home Decor ,2 units,818.13,16-08-2023 10:17,C001911,34,Female,U S A,SR010,0,1636.26
INV14677,P0091,Product 91 ###,AUTOMOTIVE,1 units,503.83,14-07-2023 03:14,C001151,40,Female,Inda,SR014,0,503.83
INV163629,P0019,Product 19,Books,1,102.45,45231,C003380,39,Male,UK,SR006,0,102.45
INV114184,P0109,Product 109 ###,Toyz,2,317.15,20-05-2023 20:30,C004871,58,Female,Germny,SR019,0,634.3
INV198964,P0097,Product 97,SPORTS,8,320.41,08-08-2023 02:15,C000536,36,Male,Untied States,SR018,Y,2563.28
INV112699,P0053,Product 53,GROCERY ,2 units,563.95,30-04-2023 22:35,C003930,32,Female,France,SR003,0,1127.9
INV165325,P0134,Product 134,Automotive,2,810.95,03-12-2023 13:02,C003668,64,Male,Canad,SR019,0,1621.9
INV141358,P0074,Product 74,Home Decor,9,356.54,18-03-2023 20:14,C002336,20,Male,Inda,SR012,0,3208.86
INV156332,P0189,Product 189,GROCERY,4 units,308.92,45055,C002937,31,Male,Frnace,SR002,0,1235.68
INV102434,P0024,Product 24,Home Decor,1 units,185.99,45095,,64,Male,Canada,SR011,0,185.99
INV101103,P0180,Product 180,Electronics,3,54.05,23-06-2023 02:58,C000138,32,Female,Germany,SR009,0,162.15
INV163652,P0144,Product 144,Fashon,3,204.13,27-11-2023 19:40,C001312,,Female,Untied States,SR020,0,612.39
INV123192,P0141,Product 141,Health,7,331.61,24-06-2023 22:49,,33,Male,Inda,SR007,0,2321.27
INV179269,P0076,Product 76,Electronics,-2,462.21,22-07-2023 12:16,C003624,35,male,Untied States,SR010,1,-924.42
INV136000,P0099,Product 99,Electronics,2,921.47,22-07-2023 20:06,C002069,35,Female,Canada,SR009,0,1842.94
INV196862,P0119,,Fashion,9,739.56,31-03-2023 12:10,C001567 ,19,Male,India,SR007,0,6656.04
INV133257,P0167,Product 167,Grocery,6,514.89,16-08-2023 10:35,C000831,61,Male,Inda,SR002,0,3089.34
INV147921,P0016,Product 16,Fashon,1,264.79,09-11-2023 07:23,C001912,42,Male,Frnace,SR001,0,264.79
INV104076,P0191,Product 191,Toyz,8,115.58,19-03-2023 16:21,1879,20,Male,Germny,SR005,0,924.64
INV138741,P0172,Product 172,Health,3,634.16,28-07-2023 05:36,C002416 ,19,Male,Frnace,SR004,0,1902.48
INV101321,P0174,Product 174,GROCERY,4,295.84,27-05-2023 17:39,C001585,24,Female,Canad,SR003,0,1183.36
INV160726,P0169,Product 169,GROCERY ,4,698.00 USD,23-01-2023 22:26,C004457,,Male,Canada,SR010,0,2792
INV135822,P0150,Product 150,Electronics,9,669.14,04-07-2023 04:44,C002700,64,M,U S A,SR008,0,"$6,022.26 USD"
INV120446,P0134,Product 134,Automotive,8,337.41,11-10-2023 11:42,C001230,18,Female,U S A,SR020,0,2699.28
INV113393,P0147,Product 147,Home Decor,3,$71.37,16-04-2023 02:27,C003697 ,28,Fem,Austalia,SR016,0,214.11
INV147131,P0144,Product 144,Fashon,4,495.12,07-07-2023 18:00,C000156,50,Female,France,SR015,0,1980.48
INV186583,P0191,Product 191,Toyz,4,688.99,44947,,62,M,Uk,SR015,Y,2755.96
INV125758,P0121,Product 121,home decor,1,819.44,01-03-2023 09:18,C001947,54,Male,Inda,SR014,0,819.44
INV113123,P0184,Product 184,Electronics,6,503.67,13-10-2023 00:47,C003420,41,Male,India,SR018,0,3022.02
INV194289,P0039,Product 39,SPORTS,6,122.69,01-01-2023 12:28,C004593,32,Female,Frnace,SR001,0,736.14
INV150140,P0078,Product 78,Books,8,614.61,"Feb 10, 2023 02:33 PM",C004310,46,F,Australia,SR002,0,4916.88
INV108357,P0099,Product 99,ELECTRONICS,9,316.61,05-07-2023 20:12,C001091,51,Male,UK,SR012,0,2849.49
INV138739,P0070,Product 70,Automotive,1,562.38,30-09-2023 02:20,C003579 ,44,Male,India,SR004,0,562.38
INV121339,P0111,Product 111,Beauty,7,437.8,16-09-2023 08:38,C001562,31,male,Inda,SR017,0,3064.6
INV133073,P0002,Product 2,beauty ,8,106.53,03-02-2023 09:18,C002066,36,Female,Canada,SR006,0,852.24
INV14399,P0050,Product 50,Books,6,502.79,"May 26, 2023 02:18 AM",C000399,42,Female,USA,SR008,0,3016.74
INV128337,P0161,Product 161,SPORTS,5,719.91,44966,C002935,52,Male,India,SR018,0,3599.55
INV194000,P0180,Product 180,Electronics,7,941.54,29-03-2023 04:07,C004331,51,Female,Germny,SR015,0,6590.78
INV186036,P0040,Product 40  - damaged,Toyz,2,801.91,45203,C004168,,Male,Australia,SR008,0,1603.82
INV192206,P0089,,Home Decor,7,272.04,27-03-2023 18:49,C004742,,Male,Untied States,SR009,0,1904.28
INV160894,P0130,Product 130,Health,1 units,223.7,"Jun 02, 2023 11:50 AM",,55,Male,Frnace,SR005,0,223.7
INV168998,P0194,Product 194,GROCERY,9,457.3,45079,C000144,39,Male,France,SR009,0,4115.7
INV173569,P0142,Product 142,Toyz,8,11.99,45120,C000887,23,Male,Canad,SR008,0,95.92
INV126751,P0005,Product 5,Toys ,4,806.83,31-10-2023 23:51,,60,Male,Canada,SR014,0,3227.32
INV166126,P0127,Product 127,ELECTRONICS,2,892.59,23-11-2023 23:19,C000604,34,Male,Inda,SR004,0,1785.18
INV119477,P0135,Product 135,Health,9,771.35,26-08-2023 11:15,C001640,30,Female,Canada,SR016,0,6942.15
INV141103,P0172,Product 172,Beauty,4,226.37,45049,C000209,46,Female,USA,SR008,0,905.48
INV145685,P0021,Product 21,BEAUTY ,4,284.69,19-07-2023 15:22,,45,Female,UK,SR017,0,1138.76
INV160089,P0070,Product 70,Automotive,4,174.32,45224,C001511,22,Male,Australia,SR013,0,697.28
INV133300,P0120,Product 120,Books,7,725.12,45194,C002591,62,Female,UK,SR013,0,5075.84
INV102290,P0112,Product 112,Toys,-3,$721.61,09-10-2023 02:08,C001559,35,Male,U S A,SR010,1,-2164.83
INV103849,P0029,Product 29,Sports ,6,677.72,45091,C003230,53,Male,Canada,SR009,0,4066.32
INV145523,P0022,Product 22,beauty ,-3,877.46,15-06-2023 04:39,C002644,19,F,Australia,SR008,1,-2632.38
INV102612,P0058,Product 58,GROCERY,3 units,637.45,28-07-2023 03:38,C004464 ,18,,Untied States,SR019,0,1912.35
INV183578,P0053,Product 53,GROCERY,2,132.03,09-02-2023 00:32,C000547,18,Female,Inda,SR010,0,264.06
INV174468,P0096,Product 96,beauty ,3,239.87,24-01-2023 23:19,3934,66,Female,Germny,SR012,0,719.61
INV138236,P0196,Product 196,Beauty,1,126.68,26-07-2023 01:37,C003958,28,Male,Canad,SR018,0,126.68
INV172167,P0035,Product 35,Fashon,6,845.49,15-08-2023 00:16,C001306,23,Female,UK,SR018,0,5072.94
INV187355,P0188,Product 188,Toys,7,705.43,19-12-2023 18:26,C002531,18,Male,U S A,SR013,0,4938.01
INV137060,P0005,Product 5,Toys,9 units,882.77,16-06-2023 14:31,C003657,38,Male,Inda,SR014,0,7944.93
INV114018,P0038,Product 38,Home Decor,1,$655.28,45182,C000722,53,male,Austalia,SR011,0,655.28
INV166873,P0038,Product 38,Home Decor,4,714.47,18-01-2023 20:45,C002100,25,Female,Canada,SR007,0,2857.88
INV191848,P0069,Product 69,Fashon,-1,142.70 USD,23-03-2023 06:33,C004985,,Female,Uk,SR002,1,-142.7
INV192828,P0043,Product 43,Sports,6,908.23,45187,C001513,34,Male,UK,SR016,0,5449.38
INV164365,P0190,Product 190,Electronics,4,597.9,21-06-2023 23:24,4095,28,Female,Frnace,SR002,0,2391.6
INV179467,P0126,Product 126,Toys,3,849.48,09-12-2023 23:23,C004161,67,Male,France,SR008,0,2548.44
INV146622,P0121,Product 121,home decor,2 units,795.78,30-05-2023 21:56,C003671,53,Male,Canad,SR010,0,1591.56
INV142153,P0149,,BEAUTY,9 units,18.49,28-11-2023 22:44,C003303,19,,Germny,SR009,0,166.41
INV115762,P0081,Product 81,Toys,2,251.93,25-12-2023 19:07,C002183,48,Male,Canad,SR010,0,503.86
INV199400,P0013,Product 13,Grocery,2,928.91,28-10-2023 06:54,C004467,53,Female,Inda,SR007,0,1857.82
INV102895,P0064,Product 64,home decor,4,858.38,"Jul 13, 2023 06:10 PM",2426,19,Male,Australia,SR015,0,3433.52
INV100188,P0045,Product 45,Grocery,9,32.35,16-04-2023 05:20,C001125,38,Female,Austalia,SR017,0,291.15
INV182859,P0080,Product 80,Health,2,80.93,18-04-2023 11:52,C003670 ,28,Male,Germany,SR009,0,161.86
INV156639,P0190,Product 190,GROCERY,9,503.12,45277,C003378,55,Female,India,SR006,0,4528.08
INV103080,P0033,Product 33,beauty ,9,800.31,11-11-2023 05:51,C002938,27,Male,Canad,SR019,0,7202.79
INV105732,P0194,Product 194,GROCERY,1 units,980.49,12-12-2023 18:57,C004624,24,Female,Austalia,SR019,0,980.49
INV184882,P0196,Product 196,Beauty,4 units,558.33,12-12-2023 20:52,C003285,57,Male,Germny,SR012,0,2233.32
INV127595,P0060,Product 60,beauty ,7,128.9,"Mar 21, 2023 12:55 PM",C004265,59,Male,Canada,SR016,0,902.3
