Transaction_ID,Date,Customer_ID,Customer_Age,Gender,Location,Product_Category,Product_Name,Unit_Price,Quantity,Discount_Applied,Total_Revenue,Payment_Method,Delivery_Time_Days,Customer_Rating
TXN48024,28-02-2026,CUST_21758,41,Male,USA,Beauty,Perfume,54.09,3,0.1,146.04,Credit Card,4,3.1
TXN48025,28-02-2026,CUST_16494,44,Male,Pakistan,Beauty,Lipstick Set,48.28,3,0.14,124.56,PayPal,15,1.6
TXN48026,28-02-2026,CUST_16789,44,Female,UAE,Home & Kitchen,Air Fryer,251.15,2,0.09,457.09,PayPal,4,4.8
TXN48027,28-02-2026,CUST_14062,25,Female,UAE,Apparel,Running Shoes,53.27,1,0.14,45.81,Bank Transfer,8,4.9
TXN48028,28-02-2026,CUST_22453,24,Male,USA,Electronics,4K Smart TV,1474.68,3,0.02,4335.56,PayPal,13,2.5
TXN48029,01-03-2026,CUST_14423,58,Non-binary,Pakistan,Home & Kitchen,Vacuum Cleaner,166.65,3,0.08,459.95,Bank Transfer,14,1.6
TXN48030,01-03-2026,CUST_20748,28,Female,UAE,Electronics,4K Smart TV,703.41,2,0.13,1223.93,Crypto,8,4.5
TXN48031,01-03-2026,CUST_22956,38,Male,UK,Beauty,Moisturizing Cream,65.64,2,0.08,120.78,Credit Card,5,4.1
TXN48032,01-03-2026,CUST_5245,51,Female,UAE,Home & Kitchen,Coffee Maker,148.34,3,0.13,387.17,Credit Card,3,4.6
TXN48033,01-03-2026,CUST_7633,30,Male,UAE,Apparel,Winter Jacket,122.33,3,0.1,330.29,Credit Card,9,4
TXN48034,01-03-2026,CUST_10759,31,Non-binary,India,Electronics,Wireless Noise-Canceling Headphones,253.81,2,0.1,456.86,Credit Card,9,4.2
TXN48035,01-03-2026,CUST_20217,44,Male,India,Electronics,Smartwatch,626.97,1,0.12,551.73,Credit Card,11,2.3
TXN48036,01-03-2026,CUST_19357,37,Female,UAE,Beauty,Moisturizing Cream,6.24,1,0,6.24,Bank Transfer,13,2.7
TXN48037,01-03-2026,CUST_17067,39,Non-binary,Germany,Sports,Cycling Helmet,197.48,3,0.12,521.35,Credit Card,9,3.4
TXN48038,01-03-2026,CUST_23109,34,Male,Germany,Apparel,Denim Jeans,62.91,1,0.01,62.28,Bank Transfer,3,4.1
TXN48039,01-03-2026,CUST_16750,29,Female,USA,Sports,Yoga Mat,136.97,3,0.09,373.93,Bank Transfer,15,2.9
TXN48040,01-03-2026,CUST_12284,31,Non-binary,Germany,Home & Kitchen,Microwave Oven,154.71,1,0.03,150.07,PayPal,9,3.3
TXN48041,01-03-2026,CUST_5277,46,Non-binary,India,Beauty,Lipstick Set,76.98,1,0.12,67.74,Crypto,10,3.9
TXN48042,01-03-2026,CUST_13644,32,Female,UAE,Home & Kitchen,Coffee Maker,253.22,3,0.09,691.29,Credit Card,15,2.7
TXN48043,01-03-2026,CUST_23323,39,Female,USA,Electronics,Smartphone 128GB,670.5,3,0.05,1910.92,Credit Card,4,3.3
TXN48044,01-03-2026,CUST_23061,25,Male,UAE,Sports,Cycling Helmet,19.8,1,0.02,19.4,Bank Transfer,8,3.5
TXN48045,01-03-2026,CUST_10723,55,Female,UK,Beauty,Hair Serum,56.57,1,0.12,49.78,Bank Transfer,5,3.9
TXN48046,01-03-2026,CUST_9341,38,Male,UK,Electronics,4K Smart TV,1478.02,1,0.06,1389.34,Bank Transfer,15,2.9
TXN48047,01-03-2026,CUST_22205,38,Male,UK,Electronics,Gaming Laptop,232.19,3,0.13,606.02,PayPal,2,4.5
TXN48048,01-03-2026,CUST_9766,44,Male,UK,Apparel,Winter Jacket,59.61,2,0.05,113.26,PayPal,12,1.1
TXN48049,02-03-2026,CUST_17909,30,Female,Pakistan,Apparel,Formal Shirt,32.97,2,0.02,64.62,Credit Card,9,3.9
TXN48050,02-03-2026,CUST_9285,46,Male,UAE,Beauty,Perfume,68.82,3,0.06,194.07,PayPal,13,1.6
TXN48051,02-03-2026,CUST_13724,19,Male,India,Apparel,Denim Jeans,105.4,1,0.15,89.59,Credit Card,3,3.2
TXN48052,02-03-2026,CUST_18284,28,Female,USA,Apparel,Cotton T-Shirt,31.11,2,0.15,52.89,Credit Card,3,4.4
TXN48053,02-03-2026,CUST_4448,26,Female,Pakistan,Electronics,Smartwatch,60.87,2,0.08,112,Credit Card,9,3.3
TXN48054,02-03-2026,CUST_6131,18,Male,Pakistan,Beauty,Hair Serum,72.8,3,0.04,209.66,Credit Card,5,4.9
TXN48055,02-03-2026,CUST_8524,29,Female,UK,Electronics,Gaming Laptop,582.77,1,0,582.77,Credit Card,11,2.8
TXN48056,02-03-2026,CUST_11145,34,Female,UK,Electronics,Smartphone 128GB,234.08,3,0.14,603.93,Crypto,8,3.4
TXN48057,02-03-2026,CUST_14149,24,Female,UK,Apparel,Denim Jeans,34.21,2,0.02,67.05,Credit Card,3,3.3
TXN48058,02-03-2026,CUST_5947,22,Male,UAE,Apparel,Formal Shirt,36.2,3,0.06,102.08,Credit Card,13,1.6
TXN48059,02-03-2026,CUST_4812,35,Non-binary,USA,Electronics,Smartwatch,1227.99,1,0.11,1092.91,PayPal,3,4.3
TXN48060,02-03-2026,CUST_23682,34,Male,India,Apparel,Running Shoes,12.01,3,0.01,35.67,Credit Card,12,1.2
TXN48061,02-03-2026,CUST_23901,32,Female,UK,Apparel,Running Shoes,38.23,3,0.11,102.07,Credit Card,15,3.5
TXN48062,02-03-2026,CUST_6644,22,Female,Germany,Apparel,Winter Jacket,87.1,3,0.01,258.69,Bank Transfer,2,4.6
TXN48063,02-03-2026,CUST_14643,31,Non-binary,India,Electronics,Gaming Laptop,1247.77,3,0.11,3331.55,Credit Card,15,2.8
TXN48064,02-03-2026,CUST_6035,28,Non-binary,UAE,Sports,Football,33.48,3,0.05,95.42,PayPal,8,4.1
TXN48065,02-03-2026,CUST_10046,35,Male,Pakistan,Beauty,Lipstick Set,35.96,1,0.07,33.44,PayPal,1,3.7
TXN48066,02-03-2026,CUST_22153,29,Male,UAE,Apparel,Winter Jacket,19.76,3,0.1,53.35,Credit Card,4,4
TXN48067,02-03-2026,CUST_8524,34,Male,UK,Electronics,4K Smart TV,715.97,3,0.09,1954.6,Credit Card,15,2.2
TXN48068,02-03-2026,CUST_17189,21,Non-binary,USA,Electronics,4K Smart TV,346.61,3,0.06,977.44,Credit Card,7,3.4
TXN48069,02-03-2026,CUST_17676,21,Female,UK,Electronics,Gaming Laptop,1149.84,2,0.13,2000.72,Bank Transfer,11,1.4
TXN48070,02-03-2026,CUST_9416,40,Non-binary,Pakistan,Electronics,Smartwatch,645.71,2,0.15,1097.71,PayPal,7,3.7
TXN48071,02-03-2026,CUST_8014,42,Male,USA,Beauty,Perfume,59.19,2,0.06,111.28,Credit Card,15,2.3
TXN48072,02-03-2026,CUST_20412,31,Male,India,Electronics,Smartphone 128GB,601.5,3,0.15,1533.83,PayPal,15,2.6
TXN48073,02-03-2026,CUST_6642,35,Male,USA,Electronics,Smartwatch,264.09,2,0.02,517.62,Credit Card,3,3.8
TXN48074,02-03-2026,CUST_13159,30,Male,USA,Electronics,Gaming Laptop,833.97,2,0.13,1451.11,Credit Card,6,3.7
TXN48075,02-03-2026,CUST_12976,45,Female,UAE,Beauty,Perfume,44.39,3,0.07,123.85,PayPal,11,2.6
TXN48076,02-03-2026,CUST_11549,32,Female,UK,Electronics,Smartwatch,426.79,1,0.02,418.25,Bank Transfer,14,2.8
TXN48077,02-03-2026,CUST_13732,30,Non-binary,Germany,Apparel,Formal Shirt,72.57,3,0.06,204.65,Credit Card,1,3.4
TXN48078,02-03-2026,CUST_20673,44,Male,UK,Home & Kitchen,Blender,160.12,1,0.1,144.11,Credit Card,12,2.2
TXN48079,03-03-2026,CUST_9086,27,Female,UK,Home & Kitchen,Air Fryer,281.77,3,0,845.31,Credit Card,7,3.5
TXN48080,03-03-2026,CUST_15819,36,Male,UAE,Electronics,Smartphone 128GB,499.41,2,0.1,898.94,Credit Card,10,3.8
TXN48081,03-03-2026,CUST_16468,24,Male,India,Electronics,Smartphone 128GB,133.19,3,0.11,355.62,Credit Card,12,2.7
TXN48082,03-03-2026,CUST_12327,41,Male,India,Beauty,Hair Serum,17.48,3,0.07,48.77,Crypto,4,3.5
TXN48083,03-03-2026,CUST_22620,43,Female,Germany,Sports,Football,57.42,3,0.13,149.87,Credit Card,5,4.3
TXN48084,03-03-2026,CUST_22775,22,Male,India,Sports,Yoga Mat,95.35,1,0.13,82.95,Bank Transfer,5,4
TXN48085,03-03-2026,CUST_20217,20,Male,USA,Electronics,Smartphone 128GB,1344.01,1,0.03,1303.69,PayPal,11,1.5
TXN48086,03-03-2026,CUST_7623,37,Non-binary,Pakistan,Electronics,Gaming Laptop,663.52,1,0.1,597.17,Credit Card,9,4.4
TXN48087,03-03-2026,CUST_4660,54,Non-binary,UK,Electronics,Gaming Laptop,1084.88,3,0.03,3157,Bank Transfer,11,1.1
TXN48088,03-03-2026,CUST_10527,43,Female,Pakistan,Home & Kitchen,Blender,246.06,2,0.06,462.59,Bank Transfer,11,1.8
TXN48089,03-03-2026,CUST_12924,32,Male,Germany,Apparel,Denim Jeans,139.25,2,0.02,272.93,PayPal,13,1.6
TXN48090,03-03-2026,CUST_11936,26,Male,UK,Electronics,Gaming Laptop,603.06,2,0.13,1049.32,PayPal,4,3.6
TXN48091,03-03-2026,CUST_4781,22,Male,India,Apparel,Winter Jacket,23.48,2,0.06,44.14,Bank Transfer,1,3.6
TXN48092,03-03-2026,CUST_17110,42,Male,Germany,Beauty,Lipstick Set,42.19,2,0.08,77.63,PayPal,6,4.1
TXN48093,03-03-2026,CUST_4144,44,Female,India,Home & Kitchen,Air Fryer,106.03,3,0.14,273.56,PayPal,11,1.5
TXN48094,03-03-2026,CUST_21841,28,Male,UK,Electronics,Smartwatch,954.9,2,0.03,1852.51,Credit Card,15,3.5
TXN48095,03-03-2026,CUST_14744,32,Female,India,Electronics,Gaming Laptop,1395.91,3,0.01,4145.85,Bank Transfer,15,2.4
TXN48096,03-03-2026,CUST_9475,35,Female,UK,Apparel,Running Shoes,35.52,3,0.14,91.64,PayPal,15,1.2
TXN48097,03-03-2026,CUST_23099,53,Male,India,Home & Kitchen,Microwave Oven,95.66,2,0.05,181.75,Credit Card,4,3.7
TXN48098,03-03-2026,CUST_8665,35,Female,India,Electronics,4K Smart TV,118.54,2,0.01,234.71,PayPal,4,3
TXN48099,03-03-2026,CUST_10773,25,Male,UAE,Apparel,Cotton T-Shirt,140.08,2,0.02,274.56,Credit Card,2,4.4
TXN48100,03-03-2026,CUST_23473,23,Female,Pakistan,Apparel,Formal Shirt,54.53,2,0.11,97.06,PayPal,9,3.8
TXN48101,03-03-2026,CUST_23155,25,Female,Germany,Apparel,Formal Shirt,94.13,3,0.06,265.45,Credit Card,15,2.9
TXN48102,03-03-2026,CUST_22273,47,Female,India,Home & Kitchen,Microwave Oven,238.38,3,0.14,615.02,PayPal,5,4.5
TXN48103,03-03-2026,CUST_15853,40,Male,UK,Apparel,Cotton T-Shirt,141.83,3,0.03,412.73,Credit Card,2,4.5
TXN48104,03-03-2026,CUST_8177,31,Male,USA,Apparel,Winter Jacket,46.13,1,0.09,41.98,Bank Transfer,13,2
TXN48105,03-03-2026,CUST_23516,18,Female,UAE,Electronics,Smartwatch,1204.57,3,0.04,3469.16,Crypto,8,4.6
TXN48106,04-03-2026,CUST_7239,26,Male,India,Electronics,Smartphone 128GB,1441.98,2,0.11,2566.72,PayPal,6,3.4
TXN48107,04-03-2026,CUST_6301,38,Male,USA,Apparel,Running Shoes,35.05,2,0.12,61.69,Credit Card,6,4.7
TXN48108,04-03-2026,CUST_16476,38,Male,Germany,Apparel,Winter Jacket,16.7,3,0.15,42.58,PayPal,12,1.1
TXN48109,04-03-2026,CUST_16966,38,Female,Pakistan,Home & Kitchen,Vacuum Cleaner,109.57,3,0,328.71,Credit Card,2,3.6
TXN48110,04-03-2026,CUST_20048,21,Female,UAE,Home & Kitchen,Coffee Maker,122.09,3,0.05,347.96,Bank Transfer,2,3.2
TXN48111,04-03-2026,CUST_23208,36,Female,Germany,Beauty,Hair Serum,18.16,3,0.04,52.3,Bank Transfer,5,4
TXN48112,04-03-2026,CUST_8499,25,Female,India,Electronics,Smartphone 128GB,171.91,2,0.06,323.19,Credit Card,7,3
TXN48113,04-03-2026,CUST_19252,35,Non-binary,UAE,Apparel,Winter Jacket,54.26,3,0.09,148.13,Credit Card,2,4.5
TXN48114,04-03-2026,CUST_8023,27,Non-binary,India,Beauty,Moisturizing Cream,48.65,2,0.09,88.54,Bank Transfer,10,4.4
TXN48115,04-03-2026,CUST_22734,45,Male,Germany,Sports,Dumbbell Set,178.88,1,0.04,171.72,Bank Transfer,12,2.8
TXN48116,04-03-2026,CUST_15496,38,Female,Pakistan,Beauty,Hair Serum,57.24,2,0.09,104.18,Credit Card,10,4.9
TXN48117,04-03-2026,CUST_23211,33,Female,UAE,Apparel,Formal Shirt,39.01,2,0.09,71,Credit Card,15,2.8
TXN48118,04-03-2026,CUST_7273,48,Male,Germany,Home & Kitchen,Vacuum Cleaner,89.12,1,0.05,84.66,Credit Card,5,4.4
TXN48119,04-03-2026,CUST_13223,31,Female,India,Home & Kitchen,Blender,189.59,3,0.03,551.71,Bank Transfer,1,4.6
TXN48120,04-03-2026,CUST_7629,20,Female,Germany,Beauty,Lipstick Set,29.15,3,0.06,82.2,PayPal,1,3.5
TXN48121,04-03-2026,CUST_10090,45,Male,India,Home & Kitchen,Microwave Oven,40.94,2,0.07,76.15,PayPal,7,3.8
TXN48122,04-03-2026,CUST_17043,37,Female,UK,Apparel,Denim Jeans,21.44,3,0.13,55.96,Credit Card,7,4.3
TXN48123,04-03-2026,CUST_21764,31,Male,UAE,Sports,Cycling Helmet,20,1,0.01,19.8,Credit Card,1,4.3
TXN48124,04-03-2026,CUST_4158,28,Non-binary,Pakistan,Electronics,Smartwatch,643.4,2,0.09,1170.99,PayPal,12,1.4
TXN48125,04-03-2026,CUST_20918,40,Male,Germany,Apparel,Winter Jacket,89.8,1,0.04,86.21,PayPal,9,4.8
TXN48126,04-03-2026,CUST_10636,43,Female,Germany,Sports,Yoga Mat,160.56,3,0.1,433.51,PayPal,4,4.6
TXN48127,04-03-2026,CUST_12642,27,Female,USA,Electronics,Smartphone 128GB,899.31,3,0.08,2482.1,PayPal,8,3.5
TXN48128,04-03-2026,CUST_8629,40,Male,Pakistan,Home & Kitchen,Blender,160.57,1,0.03,155.75,Credit Card,6,3.3
TXN48129,04-03-2026,CUST_13012,37,Female,UAE,Home & Kitchen,Coffee Maker,95.03,2,0.07,176.76,PayPal,11,2.7
TXN48130,04-03-2026,CUST_14089,26,Male,USA,Home & Kitchen,Microwave Oven,98.75,1,0.03,95.79,PayPal,8,3.5
TXN48131,04-03-2026,CUST_6556,35,Female,USA,Apparel,Running Shoes,19.96,2,0.06,37.52,PayPal,12,1.3
TXN48132,04-03-2026,CUST_4899,29,Male,India,Electronics,Smartwatch,1317.85,3,0.07,3676.8,PayPal,9,4.7
TXN48133,04-03-2026,CUST_6488,47,Male,UAE,Apparel,Running Shoes,126.97,2,0.04,243.78,Bank Transfer,8,4.8
TXN48134,04-03-2026,CUST_7469,28,Male,USA,Apparel,Running Shoes,64.19,1,0.04,61.62,PayPal,7,4.6
TXN48135,04-03-2026,CUST_14969,50,Female,UK,Home & Kitchen,Air Fryer,240.96,2,0.06,453,Bank Transfer,6,3.9
TXN48136,04-03-2026,CUST_12293,36,Female,USA,Beauty,Hair Serum,11.22,3,0.09,30.63,PayPal,4,4
TXN48137,04-03-2026,CUST_13752,18,Female,Germany,Electronics,Gaming Laptop,276.12,3,0.03,803.51,Credit Card,4,4.4
TXN48138,04-03-2026,CUST_22232,18,Male,USA,Electronics,4K Smart TV,432.62,3,0.03,1258.92,Bank Transfer,12,2.3
TXN48139,04-03-2026,CUST_11761,32,Female,UK,Apparel,Cotton T-Shirt,67.93,2,0.11,120.92,Credit Card,7,4.5
TXN48140,05-03-2026,CUST_11829,48,Male,UAE,Electronics,Smartwatch,1171.78,2,0.06,2202.95,Crypto,10,3.4
TXN48141,05-03-2026,CUST_9663,47,Male,Pakistan,Sports,Dumbbell Set,106.93,2,0.15,181.78,Credit Card,7,3.5
TXN48142,05-03-2026,CUST_4685,36,Non-binary,India,Sports,Tennis Racket,71.22,3,0.15,181.61,PayPal,9,3.9
TXN48143,05-03-2026,CUST_9355,27,Female,UK,Apparel,Running Shoes,109.56,2,0.11,195.02,Credit Card,4,3.1
TXN48144,05-03-2026,CUST_4172,30,Male,Germany,Electronics,4K Smart TV,1194.67,3,0.08,3297.29,Credit Card,2,4.1
TXN48145,05-03-2026,CUST_13861,37,Male,Germany,Beauty,Moisturizing Cream,43.5,3,0.02,127.89,Credit Card,15,2.5
TXN48146,05-03-2026,CUST_19699,45,Female,USA,Home & Kitchen,Vacuum Cleaner,33.38,2,0.09,60.75,Crypto,6,3.2
TXN48147,05-03-2026,CUST_20101,40,Male,USA,Beauty,Lipstick Set,65.43,1,0.03,63.47,PayPal,10,3
TXN48148,05-03-2026,CUST_5304,44,Female,USA,Home & Kitchen,Microwave Oven,168.55,2,0.02,330.36,Credit Card,15,1.5
TXN48149,05-03-2026,CUST_19546,41,Female,USA,Electronics,Wireless Noise-Canceling Headphones,380.09,2,0.06,714.57,Credit Card,8,4.3
TXN48150,05-03-2026,CUST_6877,44,Non-binary,UAE,Sports,Yoga Mat,197.87,1,0.11,176.1,Credit Card,9,4.2
TXN48151,05-03-2026,CUST_4116,18,Male,India,Electronics,Gaming Laptop,479.31,3,0.09,1308.52,PayPal,15,3.5
TXN48152,05-03-2026,CUST_17312,26,Female,USA,Electronics,Wireless Noise-Canceling Headphones,910.68,3,0.06,2568.12,Credit Card,1,5
TXN48153,05-03-2026,CUST_20133,23,Non-binary,UAE,Electronics,Wireless Noise-Canceling Headphones,690.27,3,0,2070.81,Bank Transfer,9,4.5
TXN48154,05-03-2026,CUST_5989,23,Female,Pakistan,Electronics,Gaming Laptop,563.32,3,0,1689.96,PayPal,14,1.5
TXN48155,05-03-2026,CUST_11927,35,Female,India,Electronics,4K Smart TV,1453.75,3,0.1,3925.12,Credit Card,1,3.5
TXN48156,05-03-2026,CUST_22393,20,Male,India,Electronics,Gaming Laptop,1073.27,1,0,1073.27,Bank Transfer,2,3.7
TXN48157,05-03-2026,CUST_15145,25,Female,Pakistan,Electronics,Gaming Laptop,259.75,2,0.08,477.94,Credit Card,11,1.5
TXN48158,05-03-2026,CUST_12150,34,Female,UAE,Electronics,Smartwatch,1288.5,3,0.02,3788.19,Bank Transfer,9,5
TXN48159,05-03-2026,CUST_18623,18,Female,India,Apparel,Winter Jacket,10.9,1,0.13,9.48,PayPal,12,2.6
TXN48160,05-03-2026,CUST_18421,30,Male,India,Electronics,Smartphone 128GB,1019.22,3,0.03,2965.93,Credit Card,6,3.5
TXN48161,05-03-2026,CUST_22801,41,Female,India,Electronics,Smartwatch,235.76,1,0.13,205.11,PayPal,5,3.4
TXN48162,05-03-2026,CUST_20455,22,Male,UAE,Apparel,Denim Jeans,29.27,3,0.08,80.79,PayPal,11,3.5
TXN48163,05-03-2026,CUST_12068,42,Male,India,Sports,Cycling Helmet,106.05,2,0.11,188.77,Credit Card,6,4.3
TXN48164,05-03-2026,CUST_8763,26,Male,UAE,Apparel,Formal Shirt,87.53,2,0.08,161.06,Credit Card,3,4.3
TXN48165,05-03-2026,CUST_6135,37,Female,USA,Apparel,Denim Jeans,71.12,2,0.05,135.13,Credit Card,9,4.7
TXN48166,05-03-2026,CUST_10269,23,Female,USA,Home & Kitchen,Vacuum Cleaner,33.5,2,0.09,60.97,Credit Card,12,2.9
TXN48167,05-03-2026,CUST_19041,39,Female,UK,Home & Kitchen,Coffee Maker,286.84,1,0.05,272.5,Credit Card,10,3
TXN48168,05-03-2026,CUST_4646,31,Female,UK,Apparel,Denim Jeans,17.96,3,0.14,46.34,Credit Card,2,4.7
TXN48169,05-03-2026,CUST_17892,39,Female,Pakistan,Home & Kitchen,Vacuum Cleaner,110.96,1,0.08,102.08,Credit Card,3,3.3
TXN48170,05-03-2026,CUST_4058,29,Male,UK,Sports,Dumbbell Set,164.12,1,0.04,157.56,Bank Transfer,8,3.5
TXN48171,05-03-2026,CUST_11741,40,Female,USA,Sports,Football,148.37,3,0.09,405.05,Crypto,9,4.4
TXN48172,05-03-2026,CUST_18209,43,Female,Pakistan,Sports,Yoga Mat,182.81,1,0.06,171.84,Credit Card,1,3.3
TXN48173,05-03-2026,CUST_9808,36,Male,USA,Apparel,Running Shoes,87.99,1,0.09,80.07,PayPal,12,1.2
TXN48174,05-03-2026,CUST_6589,30,Non-binary,India,Apparel,Formal Shirt,109.97,2,0.12,193.55,Bank Transfer,13,2.7
TXN48175,06-03-2026,CUST_22088,32,Male,Germany,Home & Kitchen,Microwave Oven,117.4,3,0.11,313.46,Bank Transfer,5,3.5
TXN48176,06-03-2026,CUST_20923,22,Female,Germany,Electronics,4K Smart TV,361.74,1,0,361.74,Credit Card,4,4.3
TXN48177,06-03-2026,CUST_14232,37,Female,UAE,Home & Kitchen,Microwave Oven,182.13,1,0.03,176.67,Credit Card,9,3.5
TXN48178,06-03-2026,CUST_19842,41,Male,UK,Apparel,Formal Shirt,128.45,3,0.08,354.52,PayPal,5,4
TXN48179,06-03-2026,CUST_21389,50,Female,USA,Sports,Yoga Mat,168.21,2,0.01,333.06,Credit Card,15,2.7
TXN48180,06-03-2026,CUST_4716,48,Non-binary,USA,Electronics,Smartphone 128GB,890.1,3,0.14,2296.46,Bank Transfer,11,2.9
TXN48181,06-03-2026,CUST_14577,25,Female,UAE,Electronics,Gaming Laptop,480.69,3,0,1442.07,PayPal,5,3.1
TXN48182,06-03-2026,CUST_10101,37,Male,Pakistan,Home & Kitchen,Air Fryer,197.26,2,0.01,390.57,Credit Card,5,4.7
TXN48183,06-03-2026,CUST_8246,33,Male,Germany,Apparel,Cotton T-Shirt,133.45,2,0.05,253.55,PayPal,12,1.3
TXN48184,06-03-2026,CUST_9032,47,Male,UK,Home & Kitchen,Air Fryer,61.24,2,0.14,105.33,Credit Card,4,3.5
TXN48185,06-03-2026,CUST_15414,27,Male,UK,Apparel,Winter Jacket,94.36,1,0.09,85.87,PayPal,10,3.5
TXN48186,06-03-2026,CUST_13410,43,Female,UK,Sports,Yoga Mat,163.12,2,0.11,290.35,PayPal,13,2.8
TXN48187,06-03-2026,CUST_22720,25,Female,UK,Electronics,Gaming Laptop,107.88,2,0.04,207.13,Credit Card,4,4.4
TXN48188,06-03-2026,CUST_16007,33,Female,USA,Electronics,Smartwatch,396.42,3,0.05,1129.8,PayPal,10,4
TXN48189,06-03-2026,CUST_19987,26,Female,India,Apparel,Formal Shirt,120.67,2,0.08,222.03,PayPal,4,3.2
TXN48190,06-03-2026,CUST_11018,18,Male,Pakistan,Electronics,Gaming Laptop,1395.47,3,0.1,3767.77,PayPal,5,3.7
TXN48191,06-03-2026,CUST_10444,25,Female,UK,Sports,Tennis Racket,91.72,1,0.04,88.05,PayPal,1,3.8
TXN48192,06-03-2026,CUST_14849,32,Female,Pakistan,Electronics,Gaming Laptop,552.2,2,0.01,1093.36,PayPal,13,3.5
TXN48193,06-03-2026,CUST_17620,49,Male,Germany,Apparel,Running Shoes,51.85,2,0.04,99.55,PayPal,4,3.5
TXN48194,07-03-2026,CUST_9519,24,Male,UAE,Home & Kitchen,Air Fryer,185.57,3,0.08,512.17,Credit Card,3,3.4
TXN48195,07-03-2026,CUST_10693,28,Male,UAE,Apparel,Denim Jeans,76.11,1,0.07,70.78,Credit Card,12,2
TXN48196,07-03-2026,CUST_10817,20,Female,UK,Electronics,Wireless Noise-Canceling Headphones,753.51,2,0.14,1296.04,Bank Transfer,14,2.1
TXN48197,07-03-2026,CUST_9443,46,Female,UK,Home & Kitchen,Microwave Oven,272.85,2,0.03,529.33,Bank Transfer,15,2.7
TXN48198,07-03-2026,CUST_12857,30,Female,Germany,Home & Kitchen,Vacuum Cleaner,80.87,2,0.11,143.95,Credit Card,11,2.6
TXN48199,07-03-2026,CUST_14537,31,Female,UK,Electronics,4K Smart TV,257.65,3,0.08,711.11,Credit Card,5,5
TXN48200,07-03-2026,CUST_10445,31,Female,UK,Sports,Dumbbell Set,153.04,3,0.12,404.03,Credit Card,11,1.8
TXN48201,07-03-2026,CUST_16322,18,Female,Germany,Sports,Cycling Helmet,165.49,2,0.01,327.67,Credit Card,10,4.6
TXN48202,07-03-2026,CUST_16403,20,Male,Germany,Sports,Tennis Racket,143.49,3,0.09,391.73,Bank Transfer,10,3.1
TXN48203,07-03-2026,CUST_10825,25,Female,USA,Electronics,Gaming Laptop,647.46,3,0.13,1689.87,PayPal,13,1.4
TXN48204,07-03-2026,CUST_21485,41,Female,Pakistan,Apparel,Running Shoes,66.29,1,0.04,63.64,PayPal,5,4.5
TXN48205,07-03-2026,CUST_19362,18,Male,UK,Electronics,4K Smart TV,435.05,1,0.13,378.49,Credit Card,2,3.7
TXN48206,07-03-2026,CUST_9777,40,Female,Germany,Electronics,Smartwatch,1306.24,1,0.02,1280.12,PayPal,14,1.8
TXN48207,07-03-2026,CUST_9946,38,Male,Germany,Home & Kitchen,Vacuum Cleaner,205.24,2,0.09,373.54,Credit Card,11,3.5
TXN48208,07-03-2026,CUST_7910,18,Male,India,Electronics,Gaming Laptop,275.32,2,0.05,523.11,PayPal,11,2.2
TXN48209,07-03-2026,CUST_7922,31,Female,Pakistan,Apparel,Cotton T-Shirt,28.38,1,0.13,24.69,Credit Card,4,4.2
TXN48210,07-03-2026,CUST_20148,46,Male,India,Beauty,Perfume,10.26,1,0.14,8.82,Bank Transfer,9,3.4
TXN48211,07-03-2026,CUST_13109,24,Male,UK,Electronics,Wireless Noise-Canceling Headphones,326.56,3,0.02,960.09,Credit Card,8,4.2
TXN48212,07-03-2026,CUST_5812,29,Female,Germany,Apparel,Formal Shirt,133.16,3,0.08,367.52,Credit Card,9,3.8
TXN48213,07-03-2026,CUST_23311,62,Female,UK,Electronics,Wireless Noise-Canceling Headphones,510.51,3,0.01,1516.21,Credit Card,7,3.3
TXN48214,07-03-2026,CUST_20428,38,Male,UAE,Electronics,Smartphone 128GB,1409.66,1,0.07,1310.98,PayPal,14,1.1
TXN48215,07-03-2026,CUST_10667,32,Male,UAE,Apparel,Formal Shirt,124.68,1,0.08,114.71,Credit Card,9,4.6
TXN48216,07-03-2026,CUST_5281,30,Male,USA,Apparel,Formal Shirt,10.93,3,0.05,31.15,Bank Transfer,14,3.5
TXN48217,07-03-2026,CUST_20057,38,Female,Pakistan,Apparel,Winter Jacket,67.71,2,0.09,123.23,Credit Card,1,4.5
TXN48218,07-03-2026,CUST_15139,41,Male,UK,Beauty,Perfume,54.51,3,0.02,160.26,Bank Transfer,7,3.7
TXN48219,07-03-2026,CUST_21507,18,Female,UAE,Electronics,Wireless Noise-Canceling Headphones,142.75,2,0.12,251.24,Bank Transfer,3,4.5
TXN48220,07-03-2026,CUST_12084,18,Female,Pakistan,Electronics,Gaming Laptop,1296.36,1,0.11,1153.76,PayPal,5,3.5
TXN48221,08-03-2026,CUST_11541,25,Female,Germany,Electronics,Smartphone 128GB,567.6,1,0.02,556.25,Bank Transfer,3,3.5
TXN48222,08-03-2026,CUST_7742,33,Female,UAE,Apparel,Denim Jeans,46.7,2,0.11,83.13,PayPal,13,2.9
TXN48223,08-03-2026,CUST_20430,35,Male,UK,Apparel,Running Shoes,100.22,2,0.02,196.43,Credit Card,14,1.8
TXN48224,08-03-2026,CUST_12592,18,Male,India,Apparel,Running Shoes,91.9,2,0.06,172.77,Bank Transfer,10,4.3
